STN---,WBAN,YEARMODA,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,weather_alert
10014,99999,20201210,44.6,31.7,,,6.2,10.6,15.9,,,,0.0,,0,0
10014,99999,20201211,41.6,24.2,,,6.2,14.9,20.0,25.1,42.8,41.0,0.0,,0,1
10014,99999,20201213,43.0,31.2,,,6.2,5.9,9.9,,44.6,39.2,0.0,,0,0
10014,99999,20201229,38.9,35.3,,,6.2,1.9,4.1,,39.2,37.4,0.0,,0,0
10014,99999,20201230,39.7,34.6,,,6.2,4.4,12.0,,41.0,39.2,0.0,,0,0
10020,99999,20200101,5.8,1.6,994.4,993.6,,10.6,15.5,,8.4,2.3,0.0,,0,0
10020,99999,20200102,4.2,-0.1,994.9,994.1,,12.2,17.5,,7.5,-0.4,0.0,,0,0
10020,99999,20200103,2.3,-1.4,991.3,990.5,,16.8,19.4,,5.0,-0.6,0.0,,0,0
10020,99999,20200104,4.9,2.0,990.9,990.1,,18.2,21.4,,6.8,2.5,0.0,,0,0
10020,99999,20200105,6.9,3.2,1000.3,999.4,,10.0,17.5,,8.4,5.2,0.0,,0,0
10020,99999,20200106,6.9,3.0,1001.1,1000.3,,17.0,29.1,,10.0,4.8,0.0,,0,0
10020,99999,20200107,10.5,7.6,991.0,990.1,,33.7,50.5,,18.0,5.5,0.0,,0,0
10020,99999,20200108,23.2,20.8,980.3,979.5,,36.9,46.6,,26.2,18.1,0.0,,0,0
10020,99999,20200109,13.4,9.0,993.0,992.2,,30.5,40.8,,19.2,8.2,0.0,,0,0
10020,99999,20200110,6.6,2.0,1007.8,1006.9,,18.3,25.3,,9.5,5.7,0.0,,0,0
10020,99999,20200111,4.5,0.4,1009.4,1008.5,,9.4,13.6,,5.7,1.9,0.0,,0,0
10020,99999,20200112,1.8,-2.3,1003.1,1002.3,,8.8,13.6,,3.0,0.7,0.0,,0,0
10020,99999,20200113,3.2,-1.0,1002.0,1001.2,,13.7,21.4,,6.3,-0.9,0.0,,0,0
10020,99999,20200114,5.1,1.5,,,,18.5,21.4,,5.7,4.5,0.0,,0,0
10020,99999,20200115,2.0,-1.6,1000.2,999.4,,14.1,19.4,,3.9,-0.2,0.0,,0,0
10020,99999,20200116,4.0,0.5,1003.8,1002.9,,20.9,23.3,,5.5,2.5,0.0,,0,0
10020,99999,20200117,2.5,-1.1,1008.6,1007.7,,10.0,19.4,,8.6,-0.9,0.0,,0,0
10020,99999,20200118,14.0,10.0,1002.1,1001.3,,17.3,31.1,,26.8,2.8,0.0,,0,0
10020,99999,20200119,16.8,14.8,993.9,993.0,,20.4,31.1,,27.0,8.8,0.0,,0,0
10020,99999,20200120,20.1,18.2,987.8,987.0,,13.9,21.4,,25.9,12.7,0.0,,0,0
10020,99999,20200121,5.4,2.0,1002.0,1001.1,,17.8,25.3,,12.4,3.2,0.0,,0,0
10020,99999,20200122,2.0,-2.4,1013.3,1012.4,,10.4,15.5,,4.5,-5.4,0.0,,0,0
10020,99999,20200123,3.7,-0.8,1007.8,1006.9,,28.3,36.9,,5.9,-6.9,0.0,,0,0
10020,99999,20200124,4.5,0.1,1013.3,1012.4,,20.3,29.1,,10.2,-0.0,0.0,,0,0
10020,99999,20200125,2.0,-4.9,1017.9,1017.0,,11.5,17.5,,5.4,-2.7,0.0,,0,0
10020,99999,20200126,9.6,0.6,1016.7,1015.9,,9.1,15.5,,16.9,-2.9,0.0,,0,0
10020,99999,20200127,16.2,6.7,1014.7,1013.8,,19.0,27.2,,19.6,12.4,0.0,,0,0
10020,99999,20200128,14.6,2.5,1014.5,1013.7,,16.9,21.4,22.5,18.1,12.0,0.0,,0,0
10020,99999,20200129,16.0,4.0,1010.6,1009.8,,11.1,17.5,,20.3,7.9,0.0,,0,0
10020,99999,20200130,17.4,7.9,1000.3,999.5,,10.6,19.4,,22.5,12.6,0.0,,0,0
10020,99999,20200131,13.4,9.0,994.4,993.6,,10.6,15.5,,26.8,6.3,0.0,,0,0
10020,99999,20200201,11.4,8.7,987.5,986.7,,15.7,21.4,,14.7,6.6,0.0,,0,0
10020,99999,20200202,8.3,5.4,981.5,980.7,,15.7,27.2,,15.6,-2.7,0.0,,0,0
10020,99999,20200203,-6.9,-11.5,983.6,982.8,,23.8,29.1,,-3.8,-9.6,0.0,,0,0
10020,99999,20200204,-5.0,-11.2,988.4,987.5,,17.9,23.3,,1.2,-11.7,0.0,,0,0
10020,99999,20200205,-2.4,-9.8,995.4,994.5,,11.7,17.5,,3.7,-7.8,0.0,,0,0
10020,99999,20200206,-4.5,-10.3,1006.5,1005.6,,13.0,17.5,,-0.8,-10.5,0.0,,0,0
10020,99999,20200207,7.5,3.8,989.2,988.3,,29.2,38.9,,13.1,-9.9,0.0,,0,0
10020,99999,20200208,17.8,14.0,985.9,985.1,,24.1,31.1,,21.2,13.8,0.0,,0,0
10020,99999,20200209,15.8,10.9,987.6,986.8,,24.1,33.0,,18.9,13.3,0.0,,0,0
10020,99999,20200210,11.9,6.9,983.0,982.2,,23.0,27.2,28.4,14.7,8.8,0.0,,0,1
10020,99999,20200211,11.8,6.7,982.1,981.3,,26.1,33.0,,14.7,8.4,0.0,,0,0
10020,99999,20200212,-3.5,-7.1,991.4,990.5,,17.2,25.3,,6.8,-7.2,0.0,,0,0
10020,99999,20200213,-5.9,-10.4,997.2,996.3,,14.0,19.4,,-2.9,-7.2,0.0,,0,0
10020,99999,20200214,-2.4,-6.2,1004.3,1003.4,,16.2,23.3,,-0.4,-5.4,0.0,,0,0
10020,99999,20200215,-0.8,-6.1,1001.1,1000.3,,13.9,21.4,,8.1,-8.9,0.0,,0,0
10020,99999,20200216,13.0,7.4,993.0,992.1,,13.2,19.4,,19.2,5.4,0.0,,0,0
10020,99999,20200217,-1.6,-5.6,990.4,989.5,,11.4,13.6,,5.0,-6.3,0.0,,0,0
10020,99999,20200218,-7.6,-11.9,988.9,988.1,,20.6,31.1,,-4.5,-9.8,0.0,,0,0
10020,99999,20200219,-4.5,-9.1,980.1,979.2,,33.2,35.0,,-2.6,-6.0,0.0,,0,0
10020,99999,20200220,-0.1,-4.4,981.4,980.5,,28.0,35.0,,1.8,-2.2,0.0,,0,0
10020,99999,20200221,-4.7,-8.6,982.2,981.4,,10.3,23.3,,-0.8,-9.8,0.0,,0,0
10020,99999,20200222,-8.6,-12.4,979.5,978.6,,4.8,7.8,,-6.9,-11.7,0.0,,0,0
10020,99999,20200223,-10.1,-14.1,985.2,984.3,,8.7,13.6,,-7.4,-13.4,0.0,,0,0
10020,99999,20200224,-6.5,-10.6,988.5,987.7,,18.6,20.0,23.5,-4.0,-11.0,0.0,,0,0
10020,99999,20200225,-8.7,-13.8,990.5,989.6,,17.8,19.4,,-6.3,-10.3,0.0,,0,0
10020,99999,20200226,-8.3,-12.9,993.9,993.0,,11.1,18.8,22.5,-3.3,-14.4,0.0,,0,0
10020,99999,20200227,-18.1,-22.8,999.7,998.8,,10.7,13.6,,-15.3,-20.4,0.0,,0,0
10020,99999,20200228,-22.8,-27.6,1006.4,1005.5,,8.6,13.6,,-18.9,-25.4,0.0,,0,0
10020,99999,20200229,-26.2,-31.3,1010.6,1009.7,,3.9,5.8,,-25.2,-27.4,0.0,,0,0
10020,99999,20200301,-20.0,-24.8,1005.6,1004.6,,5.3,7.8,,-12.8,-27.9,0.0,,0,0
10020,99999,20200302,-24.3,-29.3,1006.3,1005.4,,10.2,13.6,,-16.1,-28.3,0.0,,0,0
10020,99999,20200303,-25.7,-30.8,1015.9,1015.0,,9.7,17.5,,-12.5,-31.7,0.0,,0,0
10020,99999,20200304,-3.1,-6.6,1013.8,1012.9,,24.8,31.1,31.7,3.7,-21.3,0.0,,0,1
10020,99999,20200305,7.1,4.4,1007.8,1006.9,,23.4,31.1,32.6,10.0,3.7,0.0,,0,1
10020,99999,20200306,5.9,2.7,,,,7.5,17.5,,13.6,-0.8,0.0,,0,0
10020,99999,20200307,9.8,7.5,995.9,995.0,,10.2,25.3,,14.7,6.6,0.0,,0,0
10020,99999,20200308,-10.9,-14.9,997.1,996.2,,18.7,23.3,,16.5,-26.9,0.0,,0,0
10020,99999,20200309,-28.4,-33.5,1003.4,1002.5,,8.1,13.6,,-27.2,-29.9,0.0,,0,0
10020,99999,20200310,-31.4,-36.7,1004.4,1003.4,,10.5,11.7,13.2,-29.9,-33.3,0.0,,0,0
10020,99999,20200311,-31.8,-37.2,,998.9,,10.4,13.6,,-28.5,-36.0,0.0,,0,0
10020,99999,20200312,-20.6,-25.5,988.6,987.7,,18.7,21.4,,-15.3,-35.0,0.0,,0,0
10020,99999,20200313,-18.9,-23.9,994.3,993.4,,21.4,27.2,34.6,-16.8,-20.6,0.0,,0,1
10020,99999,20200314,-11.8,-16.8,992.8,991.9,,25.6,31.1,,-6.7,-18.0,0.0,,0,0
10020,99999,20200315,-14.4,-20.4,983.5,982.6,,10.4,17.5,,-9.4,-21.3,0.0,,0,0
10020,99999,20200316,-28.9,-34.2,989.1,988.2,,11.2,17.5,,-23.3,-31.9,0.0,,0,0
10020,99999,20200317,-26.6,-31.8,1001.3,1000.4,,9.5,15.5,,-23.8,-29.2,0.0,,0,0
10020,99999,20200318,-26.5,-31.7,1008.8,1007.8,,12.2,15.5,,-22.7,-28.1,0.0,,0,0
10020,99999,20200319,-16.9,-21.9,1012.9,1012.0,,19.8,27.2,,-5.4,-26.1,0.0,,0,0
10020,99999,20200320,-7.1,-12.9,1009.2,1008.3,,19.2,23.3,,-4.5,-10.5,0.0,,0,0
10020,99999,20200321,-9.6,-13.6,1004.5,1003.6,,9.3,21.4,,1.6,-14.4,0.0,,0,0
10020,99999,20200322,14.5,11.7,982.3,981.5,,17.8,29.1,,21.6,1.6,0.0,,0,0
10020,99999,20200323,3.6,0.1,987.0,986.1,,12.3,23.3,,16.7,-7.4,0.0,,0,0
10020,99999,20200324,3.5,0.4,978.7,977.8,,12.3,21.4,,8.1,-7.4,0.0,,0,0
10020,99999,20200325,-3.9,-8.0,985.0,984.1,,14.9,21.4,,3.7,-9.4,0.0,,0,0
10020,99999,20200326,-10.4,-14.9,997.3,996.4,,14.1,21.4,,-4.4,-15.7,0.0,,0,0
10020,99999,20200327,-13.5,-18.0,1003.0,1002.2,,6.7,13.6,,-11.7,-17.5,0.0,,0,0
10020,99999,20200328,-10.3,-15.5,1008.5,1007.6,,17.5,21.4,23.3,-8.7,-14.3,0.0,,0,0
10020,99999,20200329,-11.3,-16.5,1015.0,1014.1,,19.9,23.3,,-9.6,-12.5,0.0,,0,0
10020,99999,20200330,-11.8,-16.6,1015.6,1014.8,,8.9,19.4,,-8.9,-19.7,0.0,,0,0
10020,99999,20200331,-20.3,-25.2,1015.2,1014.2,,9.1,15.5,,-17.7,-22.9,0.0,,0,0
10020,99999,20200401,-8.3,-12.8,1002.7,1001.8,,21.0,29.1,,0.3,-22.5,0.0,,0,0
10020,99999,20200402,-6.6,-11.2,994.5,993.6,,11.1,15.5,,-1.3,-15.9,0.0,,0,0
10020,99999,20200403,-19.0,-24.0,1003.3,1002.4,,4.5,7.8,,-14.3,-21.5,0.0,,0,0
10020,99999,20200404,-13.5,-18.1,1016.9,1016.0,,8.9,13.6,,-9.9,-18.0,0.0,,0,0
10020,99999,20200405,-10.2,-14.7,1019.1,1018.2,,11.3,15.5,16.3,-5.3,-14.6,0.0,,0,0
10020,99999,20200406,1.9,-3.7,1016.0,1015.1,,11.0,17.5,,8.6,-8.5,0.0,,0,0
10020,99999,20200407,-4.7,-8.5,1008.5,1007.6,,4.8,9.7,,-1.3,-11.7,0.0,,0,0
10020,99999,20200408,-19.1,-23.9,1009.2,1008.3,,6.5,15.5,,-12.5,-23.6,0.0,,0,0
10020,99999,20200409,-5.6,-9.5,1005.3,1004.4,,13.6,21.4,,1.0,-20.0,0.0,,0,0
10020,99999,20200410,-9.2,-13.4,1009.5,1008.6,,6.2,9.7,,-6.2,-12.8,0.0,,0,0
10020,99999,20200411,-13.7,-18.2,1018.3,1017.4,,4.9,7.8,,-10.1,-18.4,0.0,,0,0
10020,99999,20200412,-16.2,-21.3,1019.8,1018.9,,2.9,3.9,,-7.6,-20.9,0.0,,0,0
10020,99999,20200413,-9.7,-14.4,1012.9,1012.0,,14.4,29.1,,5.5,-25.4,0.0,,0,0
10020,99999,20200414,14.8,12.4,994.9,994.0,,31.9,36.9,,24.1,-0.9,0.0,,0,0
10020,99999,20200415,26.2,24.6,991.2,990.4,,25.1,35.0,,30.0,21.7,0.0,,0,0
10020,99999,20200416,30.1,24.7,993.8,993.0,,18.1,31.1,,34.9,19.4,0.0,,0,0
10020,99999,20200417,17.8,15.1,1008.6,1007.8,,4.5,9.7,10.5,22.5,14.5,0.0,,0,0
10020,99999,20200418,23.7,19.0,1005.2,1004.4,,9.8,13.6,,33.6,15.6,0.0,,0,0
10020,99999,20200419,30.3,25.2,995.7,994.9,,11.9,17.5,,39.7,21.6,0.0,,0,0
10020,99999,20200420,17.8,12.8,998.6,997.8,,29.4,35.0,38.3,29.3,12.0,0.0,,0,1
10020,99999,20200421,14.4,7.2,1015.7,1014.8,,19.0,29.1,,16.0,11.7,0.0,,0,0
10020,99999,20200422,11.5,6.2,1025.1,1024.2,,8.0,11.7,,16.5,7.3,0.0,,0,0
10020,99999,20200423,9.4,4.7,1022.7,1021.8,,4.7,7.8,,14.5,2.7,0.0,,0,0
10020,99999,20200424,5.5,1.6,1020.8,1019.9,,4.8,9.7,,10.6,-0.4,0.0,,0,0
10020,99999,20200425,6.7,3.0,1018.6,1017.7,,9.2,11.7,,9.7,2.1,0.0,,0,0
10020,99999,20200426,6.1,2.6,1022.0,1021.1,,5.7,9.7,,8.4,-0.8,0.0,,0,0
10020,99999,20200427,10.3,5.1,1018.4,1017.6,,7.8,9.7,11.1,17.2,0.5,0.0,,0,0
10020,99999,20200428,25.0,18.1,1010.1,1009.3,,13.3,17.5,17.7,34.7,9.5,0.0,,0,0
10020,99999,20200429,31.3,26.0,1007.9,1007.1,,12.1,19.4,,36.9,19.8,0.0,,0,0
10020,99999,20200430,13.0,9.6,1014.1,1013.3,,10.1,13.6,,18.9,7.5,0.0,,0,0
10020,99999,20200501,11.8,8.4,1011.9,1011.1,,5.7,11.7,,14.4,4.8,0.0,,0,0
10020,99999,20200502,6.6,3.3,1019.4,1018.5,,6.0,9.7,,12.4,1.8,0.0,,0,0
10020,99999,20200503,3.2,-0.3,1018.8,1017.9,,5.5,9.7,,7.0,0.9,0.0,,0,0
10020,99999,20200504,10.3,1.9,1008.3,1007.5,,5.7,9.7,,17.2,1.4,0.0,,0,0
10020,99999,20200505,21.2,17.9,1002.4,1001.6,,13.4,21.4,,25.9,10.2,0.0,,0,0
10020,99999,20200506,24.1,21.9,1002.7,1001.9,,10.5,13.6,,27.5,18.3,0.0,,0,0
10020,99999,20200507,22.6,19.8,1002.5,1001.6,,10.6,15.5,18.8,25.0,19.6,0.0,,0,0
10020,99999,20200508,17.0,13.7,1004.0,1003.2,,10.6,15.5,,22.1,15.6,0.0,,0,0
10020,99999,20200509,13.2,8.7,1013.8,1013.0,,12.6,17.5,,20.1,8.6,0.0,,0,0
10020,99999,20200510,8.8,4.3,1018.2,1017.4,,4.9,9.7,12.8,9.7,7.9,0.0,,0,0
10020,99999,20200511,8.7,4.5,1012.1,1011.2,,10.0,11.1,14.6,9.1,8.1,0.0,,0,0
10020,99999,20200512,18.7,15.9,997.1,996.3,,19.3,27.2,,25.7,10.4,0.0,,0,0
10020,99999,20200513,29.4,28.0,991.4,990.6,,31.0,38.9,43.7,31.1,27.3,0.0,,0,1
10020,99999,20200514,30.4,28.8,1018.3,1017.5,,16.0,25.3,,32.0,27.9,0.0,,0,0
10020,99999,20200515,33.0,27.9,1016.5,1015.7,,19.0,27.2,,34.9,30.4,0.0,,0,0
10020,99999,20200516,29.5,26.4,1022.7,1021.9,,13.0,21.4,21.8,30.7,27.1,0.0,,0,0
10020,99999,20200517,26.1,24.3,1020.6,1019.8,,11.6,15.5,18.6,27.1,24.4,0.0,,0,0
10020,99999,20200518,24.7,23.2,1018.3,1017.5,,3.1,5.8,,26.6,22.6,0.0,,0,0
10020,99999,20200519,28.4,26.3,1018.2,1017.4,,5.2,9.7,11.1,30.6,26.4,0.0,,0,0
10020,99999,20200520,30.2,27.5,1020.3,1019.5,,9.1,16.3,17.5,35.2,28.0,0.0,,0,0
10020,99999,20200521,29.4,26.3,1018.5,1017.7,,15.7,19.4,21.2,32.5,27.1,0.0,,0,0
10020,99999,20200522,25.9,21.0,1016.0,1015.2,,7.5,11.7,,27.1,23.7,0.0,,0,0
10020,99999,20200523,25.8,22.2,1013.6,1012.7,,15.5,23.3,,29.8,18.1,0.0,,0,0
10020,99999,20200524,32.2,28.8,1015.0,1014.2,,16.6,21.4,,34.9,29.7,0.0,,0,0
10020,99999,20200525,30.6,28.2,1015.1,1014.3,,18.5,27.2,,32.5,28.2,0.0,,0,0
10020,99999,20200526,35.2,31.5,1007.3,1006.4,,20.0,29.1,,43.2,31.8,0.0,,0,0
10020,99999,20200527,36.4,31.8,1005.5,1004.7,,14.9,23.3,,41.2,33.1,0.0,,0,0
10020,99999,20200528,34.4,32.4,1005.9,1005.1,,8.6,15.5,,36.3,32.9,0.0,,0,0
10020,99999,20200529,33.4,33.0,1011.9,1011.1,,7.0,13.6,,34.5,32.2,0.0,,0,0
10020,99999,20200530,33.4,32.3,1022.6,1021.8,,8.2,13.6,,35.6,32.4,0.0,,0,0
10020,99999,20200531,34.0,32.0,1016.1,1015.3,,12.3,21.4,,37.4,32.9,0.0,,0,0
10020,99999,20200601,34.0,32.4,1010.7,1009.9,,8.7,17.5,,36.0,32.0,0.0,,0,0
10020,99999,20200602,31.4,31.4,1003.6,1002.8,,11.9,15.5,,32.0,30.9,0.0,,0,0
10020,99999,20200603,28.3,27.2,1010.7,1009.9,,10.6,15.5,,30.7,27.3,0.0,,0,0
10020,99999,20200604,29.6,27.3,1021.1,1020.3,,9.1,11.7,,31.3,28.6,0.0,,0,0
10020,99999,20200605,30.6,27.4,1025.9,1025.1,,6.8,9.7,,32.2,29.3,0.0,,0,0
10020,99999,20200606,31.9,27.7,1021.2,1020.4,,11.3,19.4,,36.3,27.3,0.0,,0,0
10020,99999,20200607,30.9,28.8,1002.6,1001.8,,28.4,38.9,39.0,34.9,27.7,0.0,,0,1
10020,99999,20200608,33.4,32.4,993.3,992.5,,7.1,25.3,,35.6,31.8,0.0,,0,0
10020,99999,20200609,31.9,31.8,1000.6,999.8,,8.4,15.5,,32.4,31.5,0.0,,0,0
10020,99999,20200610,32.5,32.5,1015.4,1014.6,,6.6,9.7,,33.8,32.0,0.0,,0,0
10020,99999,20200611,33.9,32.8,1012.7,1011.9,,9.3,15.5,,40.5,32.2,0.0,,0,0
10020,99999,20200612,35.0,33.2,1003.5,1002.7,,5.7,9.7,,38.5,32.5,0.0,,0,0
10020,99999,20200613,30.5,28.3,1008.3,1007.5,,15.4,23.3,,33.3,27.3,0.0,,0,0
10020,99999,20200614,29.1,26.7,1002.6,1001.8,,8.3,13.6,,31.1,27.3,0.0,,0,0
10020,99999,20200615,29.9,27.8,1004.3,1003.4,,20.4,25.3,25.8,32.0,27.0,0.0,,0,1
10020,99999,20200616,30.5,29.0,1012.4,1011.6,,17.8,25.3,,32.0,29.7,0.0,,0,0
10020,99999,20200617,32.1,30.1,1013.2,1012.4,,12.0,15.5,,33.4,30.4,0.0,,0,0
10020,99999,20200618,32.3,32.0,1008.5,1007.7,,10.5,13.6,19.0,33.1,30.9,0.0,,0,0
10020,99999,20200619,36.2,32.6,1012.1,1011.2,,8.7,17.5,,42.8,33.6,0.0,,0,0
10020,99999,20200620,37.9,32.0,1010.7,1009.9,,9.9,17.5,,44.6,34.3,0.0,,0,0
10020,99999,20200621,32.8,32.0,1016.8,1015.9,,5.9,11.7,,35.4,29.7,0.0,,0,0
10020,99999,20200622,32.7,30.9,1019.0,1018.2,,6.3,9.7,11.5,38.5,28.6,0.0,,0,0
10020,99999,20200623,34.0,31.8,1019.9,1019.1,,6.2,9.7,,39.4,29.3,0.0,,0,0
10020,99999,20200624,36.6,33.4,1017.3,1016.5,,5.3,11.7,,40.5,33.1,0.0,,0,0
10020,99999,20200625,38.0,34.7,1012.4,1011.6,,2.8,5.8,,43.2,34.5,0.0,,0,0
10020,99999,20200626,33.5,33.5,1012.8,1012.0,,8.9,15.5,,35.6,32.0,0.0,,0,0
10020,99999,20200627,31.8,31.8,1018.9,1018.0,,10.1,13.6,,32.2,31.1,0.0,,0,0
10020,99999,20200628,31.5,31.5,1022.0,1021.2,,6.9,7.8,,32.4,29.8,0.0,,0,0
10020,99999,20200629,30.0,29.9,1022.7,1021.9,,5.4,8.0,,30.7,28.4,0.0,,0,0
10020,99999,20200630,30.2,29.4,1016.6,1015.8,,4.6,5.8,,32.5,27.5,0.0,,0,0
10020,99999,20200701,30.4,29.4,1008.9,1008.1,,4.9,5.8,,33.1,28.2,0.0,,0,0
10020,99999,20200702,31.0,31.0,1003.6,1002.8,,4.6,6.6,,32.4,27.5,0.0,,0,0
10020,99999,20200703,35.7,33.4,999.2,998.4,,15.2,27.2,,39.2,31.8,0.0,,0,0
10020,99999,20200704,38.1,33.3,1007.9,1007.1,,21.3,29.1,,43.9,35.1,0.0,,0,0
10020,99999,20200705,36.3,34.6,1010.5,1009.7,,14.5,23.3,,38.8,34.7,0.0,,0,0
10020,99999,20200706,36.5,35.2,1008.2,1007.4,,12.1,21.4,,38.8,35.1,0.0,,0,0
10020,99999,20200707,35.8,34.2,1003.8,1003.0,,15.7,27.2,,37.0,34.5,0.0,,0,0
10020,99999,20200708,36.7,34.4,1006.6,1005.8,,15.1,21.4,,39.9,34.5,0.0,,0,0
10020,99999,20200709,38.5,35.1,1015.2,1014.4,,16.5,26.8,33.0,43.5,36.3,0.0,,0,1
10020,99999,20200710,38.2,35.9,1011.1,1010.2,,15.4,23.3,25.8,41.9,35.2,0.0,,0,1
10020,99999,20200711,37.5,34.7,1005.4,1004.6,,26.5,35.0,,41.5,34.7,0.0,,0,0
10020,99999,20200712,40.2,35.3,1014.5,1013.7,,10.9,31.1,,48.2,35.2,0.0,,0,0
10020,99999,20200713,35.3,33.8,1021.3,1020.5,,2.9,3.9,,39.2,34.5,0.0,,0,0
10020,99999,20200714,35.3,34.7,1018.8,1018.0,,6.2,13.6,,37.6,33.3,0.0,,0,0
10020,99999,20200715,33.6,33.6,1011.4,1010.5,,12.4,17.5,,34.0,32.9,0.0,,0,0
10020,99999,20200716,34.7,34.7,1010.6,1009.7,,7.7,9.7,,36.0,33.8,0.0,,0,0
10020,99999,20200717,38.0,38.0,1011.9,1011.1,,4.4,7.8,,42.4,34.9,0.0,,0,0
10020,99999,20200718,37.1,35.8,1009.3,1008.5,,20.2,25.3,,41.2,35.2,0.0,,0,0
10020,99999,20200719,36.6,34.9,1008.0,1007.2,,10.7,23.3,,39.9,34.7,0.0,,0,0
10020,99999,20200720,36.1,35.5,1012.9,1012.1,,4.8,9.7,,38.7,34.9,0.0,,0,0
10020,99999,20200721,39.1,38.6,1013.9,1013.1,,3.7,5.8,,41.5,36.5,0.0,,0,0
10020,99999,20200722,36.8,36.4,1014.1,1013.3,,5.0,9.7,,38.5,34.3,0.0,,0,0
10020,99999,20200723,41.2,38.6,1014.7,1013.9,,9.0,15.5,,44.8,37.6,0.0,,0,0
10020,99999,20200724,44.5,40.3,1015.1,1014.3,,9.1,13.6,,51.8,39.9,0.0,,0,0
10020,99999,20200725,47.7,42.1,1016.3,1015.5,,13.0,19.4,,55.2,40.1,0.0,,0,0
10020,99999,20200726,50.2,43.1,1019.2,1018.4,,11.9,19.4,,54.3,46.0,0.0,,0,0
10020,99999,20200727,51.0,42.2,1019.0,1018.2,,10.0,15.5,,55.9,44.6,0.0,,0,0
10020,99999,20200728,52.2,41.8,1016.8,1016.0,,17.6,23.3,,62.4,45.3,0.0,,0,0
10020,99999,20200729,45.7,41.4,1017.3,1016.5,,10.8,19.4,,52.2,41.9,0.0,,0,0
10020,99999,20200730,46.8,42.7,1019.0,1018.2,,5.7,11.7,,51.1,41.5,0.0,,0,0
10020,99999,20200731,45.2,42.2,1018.7,1017.9,,4.3,9.7,,49.3,41.9,0.0,,0,0
10020,99999,20200801,40.3,40.1,1018.3,1017.5,,3.8,5.8,,43.3,39.0,0.0,,0,0
10020,99999,20200802,40.7,39.7,1017.0,1016.2,,5.7,11.7,,45.3,38.5,0.0,,0,0
10020,99999,20200803,38.4,38.3,1013.2,1012.4,,4.9,11.7,,40.1,37.2,0.0,,0,0
10020,99999,20200804,37.6,37.6,1007.7,1006.8,,3.5,7.8,,38.8,35.6,0.0,,0,0
10020,99999,20200805,40.3,40.3,1007.7,1006.8,,9.3,11.7,,41.4,37.6,0.0,,0,0
10020,99999,20200806,41.5,41.5,1013.1,1012.3,,7.0,11.7,,42.8,40.3,0.0,,0,0
10020,99999,20200807,40.9,40.6,1016.9,1016.1,,5.7,7.8,,42.4,38.7,0.0,,0,0
10020,99999,20200808,42.1,37.4,1019.3,1018.5,,12.1,17.5,,45.5,38.7,0.0,,0,0
10020,99999,20200809,40.1,35.8,1014.5,1013.7,,19.8,31.1,,42.6,38.1,0.0,,0,0
10020,99999,20200810,42.0,39.1,1019.3,1018.5,,10.2,13.6,,45.5,39.4,0.0,,0,0
10020,99999,20200811,43.4,41.5,1023.8,1023.0,,7.5,13.6,,45.0,42.1,0.0,,0,0
10020,99999,20200812,41.5,38.4,1021.1,1020.3,,14.0,21.4,22.3,43.7,37.8,0.0,,0,0
10020,99999,20200813,39.3,37.6,1009.6,1008.8,,19.0,23.3,,40.8,38.1,0.0,,0,0
10020,99999,20200814,40.3,38.4,1002.4,1001.6,,20.6,27.2,,42.6,37.2,0.0,,0,0
10020,99999,20200815,37.6,35.3,994.2,993.4,,19.1,27.2,,39.2,35.4,0.0,,0,0
10020,99999,20200816,38.7,37.8,997.4,996.6,,7.7,11.7,,40.1,37.6,0.0,,0,0
10020,99999,20200817,38.6,37.8,1004.1,1003.3,,6.4,7.8,,39.7,37.4,0.0,,0,0
10020,99999,20200818,40.0,37.9,1009.8,1009.0,,12.5,21.4,,41.2,36.9,0.0,,0,0
10020,99999,20200819,39.5,37.6,1006.3,1005.5,,14.2,21.4,,41.5,37.2,0.0,,0,0
10020,99999,20200820,38.9,37.2,1005.5,1004.7,,18.5,29.1,,41.4,37.2,0.0,,0,0
10020,99999,20200821,40.5,37.0,1005.2,1004.4,,8.5,17.5,,45.1,36.3,0.0,,0,0
10020,99999,20200822,40.6,37.5,1002.7,1001.9,,5.4,9.7,,42.4,38.1,0.0,,0,0
10020,99999,20200823,38.3,36.0,1000.5,999.7,,7.1,11.7,,41.4,33.8,0.0,,0,0
10020,99999,20200824,35.2,32.4,1004.1,1003.3,,8.0,11.7,13.8,37.2,33.3,0.0,,0,0
10020,99999,20200825,33.5,28.7,1000.3,999.5,,8.3,11.7,,34.9,32.2,0.0,,0,0
10020,99999,20200826,33.1,28.2,1000.2,999.4,,10.3,17.5,,33.8,31.8,0.0,,0,0
10020,99999,20200827,34.1,30.6,1002.1,1001.3,,19.4,25.3,,35.1,33.4,0.0,,0,0
10020,99999,20200828,34.6,32.8,999.7,998.9,,16.3,25.3,,36.7,33.1,0.0,,0,0
10020,99999,20200829,36.7,34.5,988.9,988.1,,11.1,23.3,,38.3,34.3,0.0,,0,0
10020,99999,20200830,36.5,33.5,995.1,994.3,,26.7,33.0,,37.8,35.6,0.0,,0,0
10020,99999,20200831,37.5,33.8,995.7,994.9,,12.5,19.4,,39.2,35.2,0.0,,0,0
10020,99999,20200901,38.2,34.1,999.1,998.3,,9.7,15.5,,39.4,36.0,0.0,,0,0
